period,year,quarter,county,fuel_type,sales
2012-Q3,2012,3,Riverside,Electric,11
2012-Q3,2012,3,Riverside,PHEV,125
2012-Q3,2012,3,Sacramento,Electric,11
2012-Q3,2012,3,Sacramento,PHEV,58
2012-Q3,2012,3,San Benito,PHEV,3
2012-Q3,2012,3,San Bernardino,Electric,13
2012-Q3,2012,3,San Bernardino,PHEV,103
2012-Q3,2012,3,San Diego,Electric,110
2012-Q3,2012,3,San Diego,PHEV,200
2012-Q3,2012,3,San Francisco,Electric,23
2012-Q3,2012,3,San Francisco,PHEV,64
2012-Q3,2012,3,San Joaquin,Electric,7
2012-Q3,2012,3,San Joaquin,PHEV,15
2012-Q3,2012,3,San Luis Obispo,Electric,6
2012-Q3,2012,3,San Luis Obispo,PHEV,7
2012-Q3,2012,3,San Mateo,Electric,39
2012-Q3,2012,3,San Mateo,PHEV,108
2012-Q3,2012,3,Santa Barbara,Electric,6
2012-Q3,2012,3,Santa Barbara,PHEV,21
2012-Q3,2012,3,Santa Clara,Electric,107
2012-Q3,2012,3,Santa Clara,PHEV,477
2012-Q3,2012,3,Santa Cruz,Electric,8
2012-Q3,2012,3,Santa Cruz,PHEV,35
2012-Q3,2012,3,Shasta,Electric,2
2012-Q3,2012,3,Shasta,PHEV,1
2012-Q3,2012,3,Solano,Electric,2
2012-Q3,2012,3,Solano,PHEV,34
2012-Q3,2012,3,Sonoma,Electric,12
2012-Q3,2012,3,Sonoma,PHEV,52
2012-Q3,2012,3,Stanislaus,PHEV,11
2012-Q3,2012,3,Tehama,PHEV,1
2012-Q3,2012,3,Tulare,PHEV,2
2012-Q3,2012,3,Tuolumne,PHEV,1
2012-Q3,2012,3,Ventura,Electric,12
2012-Q3,2012,3,Ventura,PHEV,109
2012-Q3,2012,3,Yolo,Electric,3
2012-Q3,2012,3,Yolo,PHEV,11
2012-Q3,2012,3,Yuba,Electric,1
2012-Q3,2012,3,Yuba,PHEV,1
2012-Q4,2012,4,Alameda,Electric,186
2012-Q4,2012,4,Alameda,PHEV,261
2012-Q4,2012,4,Amador,PHEV,1
2012-Q4,2012,4,Butte,Electric,3
2012-Q4,2012,4,Butte,PHEV,3
2012-Q4,2012,4,Calaveras,Electric,1
2012-Q4,2012,4,Calaveras,PHEV,2
2012-Q4,2012,4,Contra Costa,Electric,82
2012-Q4,2012,4,Contra Costa,PHEV,142
2012-Q4,2012,4,Del Norte,PHEV,2
2012-Q4,2012,4,El Dorado,Electric,10
2012-Q4,2012,4,El Dorado,PHEV,21
2012-Q4,2012,4,Fresno,Electric,9
2012-Q4,2012,4,Fresno,PHEV,16
2012-Q4,2012,4,Humboldt,Electric,1
2012-Q4,2012,4,Humboldt,PHEV,4
2012-Q4,2012,4,Imperial,PHEV,2
2012-Q4,2012,4,Inyo,PHEV,1
2012-Q4,2012,4,Kern,Electric,15
2012-Q4,2012,4,Kern,PHEV,10
2012-Q4,2012,4,Kings,Electric,1
2012-Q4,2012,4,Kings,PHEV,1
2012-Q4,2012,4,Lake,Electric,1
2012-Q4,2012,4,Lake,PHEV,2
2012-Q4,2012,4,Los Angeles,Electric,502
2012-Q4,2012,4,Los Angeles,Hydrogen,2
2012-Q4,2012,4,Los Angeles,PHEV,1420
2012-Q4,2012,4,Madera,Electric,2
2012-Q4,2012,4,Madera,PHEV,2
2012-Q4,2012,4,Marin,Electric,44
2012-Q4,2012,4,Marin,PHEV,64
2012-Q4,2012,4,Mendocino,Electric,1
2012-Q4,2012,4,Mendocino,PHEV,1
2012-Q4,2012,4,Merced,PHEV,1
2012-Q4,2012,4,Monterey,Electric,8
2012-Q4,2012,4,Monterey,PHEV,26
2012-Q4,2012,4,Napa,Electric,5
2012-Q4,2012,4,Napa,PHEV,15
2012-Q4,2012,4,Nevada,Electric,4
2012-Q4,2012,4,Nevada,PHEV,3
2012-Q4,2012,4,Orange,Electric,229
2012-Q4,2012,4,Orange,PHEV,635
2012-Q4,2012,4,Out Of State,Electric,5
2012-Q4,2012,4,Out Of State,PHEV,18
2012-Q4,2012,4,Placer,Electric,26
2012-Q4,2012,4,Placer,PHEV,39
2012-Q4,2012,4,Riverside,Electric,37
2012-Q4,2012,4,Riverside,PHEV,148
2012-Q4,2012,4,Sacramento,Electric,74
2012-Q4,2012,4,Sacramento,PHEV,46
2012-Q4,2012,4,San Benito,Electric,1
2012-Q4,2012,4,San Benito,PHEV,6
2012-Q4,2012,4,San Bernardino,Electric,34
2012-Q4,2012,4,San Bernardino,PHEV,113
2012-Q4,2012,4,San Diego,Electric,176
2012-Q4,2012,4,San Diego,PHEV,261
2012-Q4,2012,4,San Francisco,Electric,54
2012-Q4,2012,4,San Francisco,PHEV,89
2012-Q4,2012,4,San Joaquin,Electric,5
2012-Q4,2012,4,San Joaquin,PHEV,13
2012-Q4,2012,4,San Luis Obispo,Electric,16
2012-Q4,2012,4,San Luis Obispo,PHEV,14
2012-Q4,2012,4,San Mateo,Electric,151
2012-Q4,2012,4,San Mateo,PHEV,119
2012-Q4,2012,4,Santa Barbara,Electric,19
2012-Q4,2012,4,Santa Barbara,PHEV,16
2012-Q4,2012,4,Santa Clara,Electric,427
2012-Q4,2012,4,Santa Clara,PHEV,508
2012-Q4,2012,4,Santa Cruz,Electric,29
2012-Q4,2012,4,Santa Cruz,PHEV,39
2012-Q4,2012,4,Shasta,Electric,4
2012-Q4,2012,4,Shasta,PHEV,4
2012-Q4,2012,4,Siskiyou,Electric,1
2012-Q4,2012,4,Siskiyou,PHEV,1
2012-Q4,2012,4,Solano,Electric,9
2012-Q4,2012,4,Solano,PHEV,38
2012-Q4,2012,4,Sonoma,Electric,43
2012-Q4,2012,4,Sonoma,PHEV,49
2012-Q4,2012,4,Stanislaus,Electric,4
2012-Q4,2012,4,Stanislaus,PHEV,6
2012-Q4,2012,4,Sutter,PHEV,2
2012-Q4,2012,4,Tehama,Electric,1
2012-Q4,2012,4,Tehama,PHEV,1
2012-Q4,2012,4,Tulare,Electric,7
2012-Q4,2012,4,Tulare,PHEV,4
2012-Q4,2012,4,Tuolumne,Electric,1
2012-Q4,2012,4,Ventura,Electric,29
2012-Q4,2012,4,Ventura,PHEV,102
2012-Q4,2012,4,Yolo,Electric,13
2012-Q4,2012,4,Yolo,PHEV,17
2012-Q4,2012,4,Yuba,Electric,1
2012-Q4,2012,4,Yuba,PHEV,2
2013-Q1,2013,1,Alameda,Electric,306
2013-Q1,2013,1,Alameda,PHEV,221
2013-Q1,2013,1,Alpine,PHEV,1
2013-Q1,2013,1,Amador,Electric,2
2013-Q1,2013,1,Amador,PHEV,1
2013-Q1,2013,1,Butte,Electric,6
2013-Q1,2013,1,Butte,PHEV,2
2013-Q1,2013,1,Calaveras,Electric,4
2013-Q1,2013,1,Calaveras,PHEV,1
2013-Q1,2013,1,Contra Costa,Electric,130
2013-Q1,2013,1,Contra Costa,PHEV,143
2013-Q1,2013,1,El Dorado,Electric,21
2013-Q1,2013,1,El Dorado,PHEV,16
2013-Q1,2013,1,Fresno,Electric,8
2013-Q1,2013,1,Fresno,PHEV,16
2013-Q1,2013,1,Glenn,PHEV,2
2013-Q1,2013,1,Humboldt,Electric,4
2013-Q1,2013,1,Humboldt,PHEV,6
2013-Q1,2013,1,Imperial,Electric,1
2013-Q1,2013,1,Imperial,PHEV,1
2013-Q1,2013,1,Inyo,PHEV,1
2013-Q1,2013,1,Kern,Electric,14
2013-Q1,2013,1,Kern,PHEV,11
2013-Q1,2013,1,Kings,PHEV,1
2013-Q1,2013,1,Lake,PHEV,6
2013-Q1,2013,1,Los Angeles,Electric,938
2013-Q1,2013,1,Los Angeles,PHEV,915
2013-Q1,2013,1,Madera,Electric,1
2013-Q1,2013,1,Madera,PHEV,2
2013-Q1,2013,1,Marin,Electric,86
2013-Q1,2013,1,Marin,PHEV,54
2013-Q1,2013,1,Mariposa,Electric,1
2013-Q1,2013,1,Mariposa,PHEV,1
2013-Q1,2013,1,Mendocino,Electric,1
2013-Q1,2013,1,Merced,Electric,2
2013-Q1,2013,1,Monterey,Electric,18
2013-Q1,2013,1,Monterey,PHEV,7
2013-Q1,2013,1,Napa,Electric,19
2013-Q1,2013,1,Napa,PHEV,15
2013-Q1,2013,1,Nevada,PHEV,2
2013-Q1,2013,1,Orange,Electric,356
2013-Q1,2013,1,Orange,PHEV,446
2013-Q1,2013,1,Out Of State,Electric,15
2013-Q1,2013,1,Out Of State,PHEV,28
2013-Q1,2013,1,Placer,Electric,12
2013-Q1,2013,1,Placer,PHEV,25
2013-Q1,2013,1,Plumas,Electric,1
2013-Q1,2013,1,Riverside,Electric,50
2013-Q1,2013,1,Riverside,PHEV,88
2013-Q1,2013,1,Sacramento,Electric,75
2013-Q1,2013,1,Sacramento,PHEV,50
2013-Q1,2013,1,San Benito,Electric,2
2013-Q1,2013,1,San Benito,PHEV,4
2013-Q1,2013,1,San Bernardino,Electric,38
2013-Q1,2013,1,San Bernardino,PHEV,69
2013-Q1,2013,1,San Diego,Electric,285
2013-Q1,2013,1,San Diego,PHEV,204
2013-Q1,2013,1,San Francisco,Electric,107
2013-Q1,2013,1,San Francisco,PHEV,51
2013-Q1,2013,1,San Joaquin,Electric,12
2013-Q1,2013,1,San Joaquin,PHEV,12
2013-Q1,2013,1,San Luis Obispo,Electric,22
2013-Q1,2013,1,San Luis Obispo,PHEV,8
2013-Q1,2013,1,San Mateo,Electric,279
2013-Q1,2013,1,San Mateo,PHEV,114
2013-Q1,2013,1,Santa Barbara,Electric,37
2013-Q1,2013,1,Santa Barbara,PHEV,15
2013-Q1,2013,1,Santa Clara,Electric,770
2013-Q1,2013,1,Santa Clara,PHEV,373
2013-Q1,2013,1,Santa Cruz,Electric,59
2013-Q1,2013,1,Santa Cruz,PHEV,36
2013-Q1,2013,1,Shasta,Electric,1
2013-Q1,2013,1,Solano,Electric,17
2013-Q1,2013,1,Solano,PHEV,27
2013-Q1,2013,1,Sonoma,Electric,60
2013-Q1,2013,1,Sonoma,PHEV,42
2013-Q1,2013,1,Stanislaus,Electric,1
2013-Q1,2013,1,Stanislaus,PHEV,8
2013-Q1,2013,1,Tulare,Electric,1
2013-Q1,2013,1,Ventura,Electric,67
2013-Q1,2013,1,Ventura,PHEV,87
2013-Q1,2013,1,Yolo,Electric,14
2013-Q1,2013,1,Yolo,PHEV,14
2013-Q1,2013,1,Yuba,PHEV,1
2013-Q2,2013,2,Alameda,Electric,419
2013-Q2,2013,2,Alameda,PHEV,191
2013-Q2,2013,2,Amador,PHEV,1
2013-Q2,2013,2,Butte,Electric,5
2013-Q2,2013,2,Butte,PHEV,6
2013-Q2,2013,2,Calaveras,Electric,3
2013-Q2,2013,2,Calaveras,PHEV,1
2013-Q2,2013,2,Contra Costa,Electric,165
2013-Q2,2013,2,Contra Costa,PHEV,146
2013-Q2,2013,2,Del Norte,Electric,1
2013-Q2,2013,2,Del Norte,PHEV,2
2013-Q2,2013,2,El Dorado,Electric,9
2013-Q2,2013,2,El Dorado,PHEV,14
2013-Q2,2013,2,Fresno,Electric,24
2013-Q2,2013,2,Fresno,PHEV,8
2013-Q2,2013,2,Humboldt,Electric,1
2013-Q2,2013,2,Humboldt,PHEV,5
2013-Q2,2013,2,Imperial,Electric,2
2013-Q2,2013,2,Imperial,PHEV,2
2013-Q2,2013,2,Inyo,PHEV,1
2013-Q2,2013,2,Kern,Electric,13
2013-Q2,2013,2,Kern,PHEV,12
2013-Q2,2013,2,Lake,Electric,1
2013-Q2,2013,2,Lake,PHEV,1
2013-Q2,2013,2,Los Angeles,Electric,1105
2013-Q2,2013,2,Los Angeles,Hydrogen,1
2013-Q2,2013,2,Los Angeles,PHEV,1052
2013-Q2,2013,2,Madera,Electric,1
2013-Q2,2013,2,Madera,PHEV,1
2013-Q2,2013,2,Marin,Electric,112
2013-Q2,2013,2,Marin,PHEV,51
2013-Q2,2013,2,Mendocino,Electric,3
2013-Q2,2013,2,Mendocino,PHEV,3
2013-Q2,2013,2,Merced,Electric,1
2013-Q2,2013,2,Merced,PHEV,4
2013-Q2,2013,2,Monterey,Electric,16
2013-Q2,2013,2,Monterey,PHEV,7
2013-Q2,2013,2,Napa,Electric,16
2013-Q2,2013,2,Napa,PHEV,11
2013-Q2,2013,2,Nevada,Electric,4
2013-Q2,2013,2,Nevada,PHEV,3
2013-Q2,2013,2,Orange,Electric,512
2013-Q2,2013,2,Orange,PHEV,469
2013-Q2,2013,2,Out Of State,Electric,40
2013-Q2,2013,2,Out Of State,PHEV,13
2013-Q2,2013,2,Placer,Electric,35
2013-Q2,2013,2,Placer,PHEV,25
2013-Q2,2013,2,Riverside,Electric,85
2013-Q2,2013,2,Riverside,PHEV,104
2013-Q2,2013,2,Sacramento,Electric,97
2013-Q2,2013,2,Sacramento,PHEV,48
2013-Q2,2013,2,San Benito,Electric,2
2013-Q2,2013,2,San Benito,PHEV,4
2013-Q2,2013,2,San Bernardino,Electric,63
2013-Q2,2013,2,San Bernardino,PHEV,100
2013-Q2,2013,2,San Diego,Electric,376
2013-Q2,2013,2,San Diego,PHEV,225
2013-Q2,2013,2,San Francisco,Electric,120
2013-Q2,2013,2,San Francisco,PHEV,78
2013-Q2,2013,2,San Joaquin,Electric,22
2013-Q2,2013,2,San Joaquin,PHEV,17
2013-Q2,2013,2,San Luis Obispo,Electric,24
2013-Q2,2013,2,San Luis Obispo,PHEV,10
2013-Q2,2013,2,San Mateo,Electric,352
2013-Q2,2013,2,San Mateo,PHEV,102
2013-Q2,2013,2,Santa Barbara,Electric,34
2013-Q2,2013,2,Santa Barbara,PHEV,18
2013-Q2,2013,2,Santa Clara,Electric,973
2013-Q2,2013,2,Santa Clara,PHEV,439
2013-Q2,2013,2,Santa Cruz,Electric,58
2013-Q2,2013,2,Santa Cruz,PHEV,30
2013-Q2,2013,2,Shasta,Electric,4
2013-Q2,2013,2,Shasta,PHEV,4
2013-Q2,2013,2,Solano,Electric,14
2013-Q2,2013,2,Solano,PHEV,28
2013-Q2,2013,2,Sonoma,Electric,71
2013-Q2,2013,2,Sonoma,PHEV,42
2013-Q2,2013,2,Stanislaus,Electric,6
2013-Q2,2013,2,Stanislaus,PHEV,9
2013-Q2,2013,2,Sutter,Electric,1
2013-Q2,2013,2,Sutter,PHEV,2
2013-Q2,2013,2,Tehama,Electric,1
2013-Q2,2013,2,Tulare,Electric,4
2013-Q2,2013,2,Tulare,PHEV,2
2013-Q2,2013,2,Ventura,Electric,76
2013-Q2,2013,2,Ventura,PHEV,90
2013-Q2,2013,2,Yolo,Electric,33
2013-Q2,2013,2,Yolo,PHEV,11
2013-Q2,2013,2,Yuba,Electric,1
2013-Q2,2013,2,Yuba,PHEV,1
2013-Q3,2013,3,Alameda,Electric,407
2013-Q3,2013,3,Alameda,PHEV,273
2013-Q3,2013,3,Alpine,PHEV,1
2013-Q3,2013,3,Amador,Electric,1
2013-Q3,2013,3,Butte,Electric,4
2013-Q3,2013,3,Butte,PHEV,8
2013-Q3,2013,3,Calaveras,Electric,2
2013-Q3,2013,3,Calaveras,PHEV,3
2013-Q3,2013,3,Contra Costa,Electric,168
2013-Q3,2013,3,Contra Costa,PHEV,180
2013-Q3,2013,3,El Dorado,Electric,18
2013-Q3,2013,3,El Dorado,PHEV,20
2013-Q3,2013,3,Fresno,Electric,15
2013-Q3,2013,3,Fresno,PHEV,20
2013-Q3,2013,3,Humboldt,Electric,5
2013-Q3,2013,3,Humboldt,PHEV,2
2013-Q3,2013,3,Imperial,PHEV,2
2013-Q3,2013,3,Kern,Electric,20
2013-Q3,2013,3,Kern,PHEV,16
2013-Q3,2013,3,Kings,Electric,1
2013-Q3,2013,3,Kings,PHEV,3
2013-Q3,2013,3,Lake,Electric,1
2013-Q3,2013,3,Lake,PHEV,1
2013-Q3,2013,3,Los Angeles,Electric,1336
2013-Q3,2013,3,Los Angeles,Hydrogen,4
2013-Q3,2013,3,Los Angeles,PHEV,1496
2013-Q3,2013,3,Madera,PHEV,1
2013-Q3,2013,3,Marin,Electric,92
2013-Q3,2013,3,Marin,PHEV,60
2013-Q3,2013,3,Mendocino,Electric,4
2013-Q3,2013,3,Mendocino,PHEV,7
2013-Q3,2013,3,Merced,Electric,3
2013-Q3,2013,3,Merced,PHEV,9
2013-Q3,2013,3,Monterey,Electric,20
2013-Q3,2013,3,Monterey,PHEV,19
2013-Q3,2013,3,Napa,Electric,22
2013-Q3,2013,3,Napa,PHEV,13
2013-Q3,2013,3,Nevada,Electric,6
2013-Q3,2013,3,Nevada,PHEV,4
2013-Q3,2013,3,Orange,Electric,532
2013-Q3,2013,3,Orange,Hydrogen,1
2013-Q3,2013,3,Orange,PHEV,587
2013-Q3,2013,3,Out Of State,Electric,63
2013-Q3,2013,3,Out Of State,PHEV,19
2013-Q3,2013,3,Placer,Electric,30
2013-Q3,2013,3,Placer,PHEV,42
2013-Q3,2013,3,Plumas,Electric,1
2013-Q3,2013,3,Riverside,Electric,97
2013-Q3,2013,3,Riverside,PHEV,167
2013-Q3,2013,3,Sacramento,Electric,113
2013-Q3,2013,3,Sacramento,PHEV,91
2013-Q3,2013,3,San Benito,Electric,2
2013-Q3,2013,3,San Benito,PHEV,6
2013-Q3,2013,3,San Bernardino,Electric,78
2013-Q3,2013,3,San Bernardino,PHEV,120
2013-Q3,2013,3,San Diego,Electric,421
2013-Q3,2013,3,San Diego,PHEV,276
2013-Q3,2013,3,San Francisco,Electric,125
2013-Q3,2013,3,San Francisco,PHEV,106
2013-Q3,2013,3,San Joaquin,Electric,20
2013-Q3,2013,3,San Joaquin,PHEV,22
2013-Q3,2013,3,San Luis Obispo,Electric,37
2013-Q3,2013,3,San Luis Obispo,PHEV,7
2013-Q3,2013,3,San Mateo,Electric,277
2013-Q3,2013,3,San Mateo,PHEV,128
2013-Q3,2013,3,Santa Barbara,Electric,46
2013-Q3,2013,3,Santa Barbara,PHEV,20
2013-Q3,2013,3,Santa Clara,Electric,858
2013-Q3,2013,3,Santa Clara,PHEV,585
2013-Q3,2013,3,Santa Cruz,Electric,55
2013-Q3,2013,3,Santa Cruz,PHEV,40
2013-Q3,2013,3,Shasta,Electric,1
2013-Q3,2013,3,Shasta,PHEV,4
2013-Q3,2013,3,Siskiyou,PHEV,2
2013-Q3,2013,3,Solano,Electric,30
2013-Q3,2013,3,Solano,PHEV,35
2013-Q3,2013,3,Sonoma,Electric,64
2013-Q3,2013,3,Sonoma,PHEV,75
2013-Q3,2013,3,Stanislaus,Electric,10
2013-Q3,2013,3,Stanislaus,PHEV,10
2013-Q3,2013,3,Sutter,PHEV,1
2013-Q3,2013,3,Tehama,PHEV,1
2013-Q3,2013,3,Tulare,Electric,4
2013-Q3,2013,3,Tulare,PHEV,2
2013-Q3,2013,3,Tuolumne,Electric,2
2013-Q3,2013,3,Tuolumne,PHEV,1
2013-Q3,2013,3,Ventura,Electric,103
2013-Q3,2013,3,Ventura,PHEV,101
2013-Q3,2013,3,Yolo,Electric,20
2013-Q3,2013,3,Yolo,PHEV,22
2013-Q3,2013,3,Yuba,PHEV,2
2013-Q4,2013,4,Alameda,Electric,548
2013-Q4,2013,4,Alameda,PHEV,412
2013-Q4,2013,4,Alpine,Electric,1
2013-Q4,2013,4,Alpine,PHEV,3
2013-Q4,2013,4,Amador,PHEV,2
2013-Q4,2013,4,Butte,Electric,4
2013-Q4,2013,4,Butte,PHEV,1
2013-Q4,2013,4,Calaveras,Electric,1
2013-Q4,2013,4,Calaveras,PHEV,2
2013-Q4,2013,4,Contra Costa,Electric,213
2013-Q4,2013,4,Contra Costa,PHEV,266
2013-Q4,2013,4,El Dorado,Electric,33
2013-Q4,2013,4,El Dorado,PHEV,26
2013-Q4,2013,4,Fresno,Electric,31
2013-Q4,2013,4,Fresno,PHEV,15
2013-Q4,2013,4,Humboldt,Electric,1
2013-Q4,2013,4,Humboldt,PHEV,6
2013-Q4,2013,4,Imperial,PHEV,3
2013-Q4,2013,4,Kern,Electric,27
2013-Q4,2013,4,Kern,PHEV,26
2013-Q4,2013,4,Kings,Electric,4
2013-Q4,2013,4,Kings,PHEV,1
2013-Q4,2013,4,Lake,Electric,4
2013-Q4,2013,4,Lake,PHEV,3
2013-Q4,2013,4,Los Angeles,Electric,1388
2013-Q4,2013,4,Los Angeles,PHEV,2189
2013-Q4,2013,4,Madera,Electric,5
2013-Q4,2013,4,Madera,PHEV,4
2013-Q4,2013,4,Marin,Electric,116
2013-Q4,2013,4,Marin,PHEV,71
2013-Q4,2013,4,Mariposa,PHEV,1
2013-Q4,2013,4,Mendocino,Electric,2
2013-Q4,2013,4,Mendocino,PHEV,9
2013-Q4,2013,4,Merced,Electric,1
2013-Q4,2013,4,Merced,PHEV,7
2013-Q4,2013,4,Mono,PHEV,1
2013-Q4,2013,4,Monterey,Electric,27
2013-Q4,2013,4,Monterey,PHEV,34
2013-Q4,2013,4,Napa,Electric,15
2013-Q4,2013,4,Napa,PHEV,22
2013-Q4,2013,4,Nevada,Electric,9
2013-Q4,2013,4,Nevada,PHEV,5
2013-Q4,2013,4,Orange,Electric,570
2013-Q4,2013,4,Orange,PHEV,931
2013-Q4,2013,4,Out Of State,Electric,7
2013-Q4,2013,4,Out Of State,PHEV,6
2013-Q4,2013,4,Placer,Electric,72
2013-Q4,2013,4,Placer,PHEV,44
2013-Q4,2013,4,Riverside,Electric,82
2013-Q4,2013,4,Riverside,PHEV,238
2013-Q4,2013,4,Sacramento,Electric,117
2013-Q4,2013,4,Sacramento,PHEV,166
2013-Q4,2013,4,San Benito,Electric,1
2013-Q4,2013,4,San Benito,PHEV,6
2013-Q4,2013,4,San Bernardino,Electric,98
2013-Q4,2013,4,San Bernardino,PHEV,165
2013-Q4,2013,4,San Diego,Electric,448
2013-Q4,2013,4,San Diego,PHEV,447
2013-Q4,2013,4,San Francisco,Electric,169
2013-Q4,2013,4,San Francisco,PHEV,115
2013-Q4,2013,4,San Joaquin,Electric,33
2013-Q4,2013,4,San Joaquin,PHEV,31
2013-Q4,2013,4,San Luis Obispo,Electric,29
2013-Q4,2013,4,San Luis Obispo,PHEV,17
2013-Q4,2013,4,San Mateo,Electric,293
2013-Q4,2013,4,San Mateo,PHEV,162
2013-Q4,2013,4,Santa Barbara,Electric,41
2013-Q4,2013,4,Santa Barbara,PHEV,36
2013-Q4,2013,4,Santa Clara,Electric,920
2013-Q4,2013,4,Santa Clara,PHEV,751
2013-Q4,2013,4,Santa Cruz,Electric,58
2013-Q4,2013,4,Santa Cruz,PHEV,52
2013-Q4,2013,4,Shasta,Electric,3
2013-Q4,2013,4,Shasta,PHEV,9
2013-Q4,2013,4,Siskiyou,PHEV,2
2013-Q4,2013,4,Solano,Electric,18
2013-Q4,2013,4,Solano,PHEV,57
2013-Q4,2013,4,Sonoma,Electric,96
2013-Q4,2013,4,Sonoma,PHEV,107
2013-Q4,2013,4,Stanislaus,Electric,15
2013-Q4,2013,4,Stanislaus,PHEV,13
2013-Q4,2013,4,Sutter,Electric,1
2013-Q4,2013,4,Sutter,PHEV,2
2013-Q4,2013,4,Tehama,Electric,1
2013-Q4,2013,4,Tehama,PHEV,3
2013-Q4,2013,4,Tulare,Electric,8
2013-Q4,2013,4,Tulare,PHEV,5
2013-Q4,2013,4,Ventura,Electric,95
2013-Q4,2013,4,Ventura,PHEV,153
2013-Q4,2013,4,Yolo,Electric,18
2013-Q4,2013,4,Yolo,PHEV,21
2013-Q4,2013,4,Yuba,Electric,1
2013-Q4,2013,4,Yuba,PHEV,1
2014-Q1,2014,1,Alameda,Electric,526
2014-Q1,2014,1,Alameda,PHEV,451
2014-Q1,2014,1,Alpine,Electric,1
2014-Q1,2014,1,Amador,Electric,1
2014-Q1,2014,1,Amador,PHEV,5
2014-Q1,2014,1,Butte,Electric,3
2014-Q1,2014,1,Butte,PHEV,4
2014-Q1,2014,1,Calaveras,Electric,1
2014-Q1,2014,1,Calaveras,PHEV,1
2014-Q1,2014,1,Contra Costa,Electric,180
2014-Q1,2014,1,Contra Costa,PHEV,274
2014-Q1,2014,1,El Dorado,Electric,15
2014-Q1,2014,1,El Dorado,PHEV,17
2014-Q1,2014,1,Fresno,Electric,86
2014-Q1,2014,1,Fresno,PHEV,11
2014-Q1,2014,1,Humboldt,Electric,7
2014-Q1,2014,1,Humboldt,PHEV,8
2014-Q1,2014,1,Inyo,Electric,1
2014-Q1,2014,1,Inyo,PHEV,1
2014-Q1,2014,1,Kern,Electric,21
2014-Q1,2014,1,Kern,PHEV,12
2014-Q1,2014,1,Kings,Electric,2
2014-Q1,2014,1,Lake,PHEV,4
2014-Q1,2014,1,Lassen,Electric,1
2014-Q1,2014,1,Los Angeles,Electric,1239
2014-Q1,2014,1,Los Angeles,Hydrogen,3
2014-Q1,2014,1,Los Angeles,PHEV,1885
2014-Q1,2014,1,Madera,Electric,4
2014-Q1,2014,1,Madera,PHEV,1
2014-Q1,2014,1,Marin,Electric,106
2014-Q1,2014,1,Marin,PHEV,92
2014-Q1,2014,1,Mariposa,PHEV,1
2014-Q1,2014,1,Mendocino,Electric,2
2014-Q1,2014,1,Mendocino,PHEV,7
2014-Q1,2014,1,Merced,Electric,4
2014-Q1,2014,1,Merced,PHEV,8
2014-Q1,2014,1,Monterey,Electric,18
2014-Q1,2014,1,Monterey,PHEV,26
2014-Q1,2014,1,Napa,Electric,20
2014-Q1,2014,1,Napa,PHEV,18
2014-Q1,2014,1,Nevada,Electric,2
2014-Q1,2014,1,Nevada,PHEV,11
2014-Q1,2014,1,Orange,Electric,464
2014-Q1,2014,1,Orange,Hydrogen,1
2014-Q1,2014,1,Orange,PHEV,935
2014-Q1,2014,1,Out Of State,Electric,7
2014-Q1,2014,1,Out Of State,PHEV,14
2014-Q1,2014,1,Placer,Electric,41
2014-Q1,2014,1,Placer,PHEV,34
2014-Q1,2014,1,Riverside,Electric,128
2014-Q1,2014,1,Riverside,PHEV,208
2014-Q1,2014,1,Sacramento,Electric,115
2014-Q1,2014,1,Sacramento,PHEV,125
2014-Q1,2014,1,San Benito,Electric,3
2014-Q1,2014,1,San Benito,PHEV,8
2014-Q1,2014,1,San Bernardino,Electric,66
2014-Q1,2014,1,San Bernardino,PHEV,163
2014-Q1,2014,1,San Diego,Electric,416
2014-Q1,2014,1,San Diego,PHEV,301
2014-Q1,2014,1,San Francisco,Electric,151
2014-Q1,2014,1,San Francisco,PHEV,95
2014-Q1,2014,1,San Joaquin,Electric,26
2014-Q1,2014,1,San Joaquin,PHEV,34
2014-Q1,2014,1,San Luis Obispo,Electric,24
2014-Q1,2014,1,San Luis Obispo,PHEV,20
2014-Q1,2014,1,San Mateo,Electric,274
2014-Q1,2014,1,San Mateo,PHEV,169
2014-Q1,2014,1,Santa Barbara,Electric,47
2014-Q1,2014,1,Santa Barbara,PHEV,26
2014-Q1,2014,1,Santa Clara,Electric,1016
2014-Q1,2014,1,Santa Clara,PHEV,914
2014-Q1,2014,1,Santa Cruz,Electric,47
2014-Q1,2014,1,Santa Cruz,PHEV,61
2014-Q1,2014,1,Shasta,Electric,5
2014-Q1,2014,1,Shasta,PHEV,5
2014-Q1,2014,1,Siskiyou,PHEV,1
2014-Q1,2014,1,Solano,Electric,22
2014-Q1,2014,1,Solano,PHEV,45
2014-Q1,2014,1,Sonoma,Electric,80
2014-Q1,2014,1,Sonoma,PHEV,95
2014-Q1,2014,1,Stanislaus,Electric,11
2014-Q1,2014,1,Stanislaus,PHEV,5
2014-Q1,2014,1,Sutter,Electric,4
2014-Q1,2014,1,Sutter,PHEV,3
2014-Q1,2014,1,Tulare,Electric,1
2014-Q1,2014,1,Tulare,PHEV,6
2014-Q1,2014,1,Tuolumne,PHEV,2
2014-Q1,2014,1,Ventura,Electric,79
2014-Q1,2014,1,Ventura,PHEV,136
2014-Q1,2014,1,Yolo,Electric,19
2014-Q1,2014,1,Yolo,PHEV,29
